phone_id,phone_number,client_id,phoneType_id
4864,+48 536 853 057,4864,1
4865,785 839 334,4865,1
4866,+48 537 502 750,4866,1
4867,32 577 42 22,4867,1
4868,+48 576 814 147,4868,1
4869,536 855 833,4869,1
4870,884 357 313,4870,1
4871,887 424 773,4871,1
4872,+48 668 834 192,4872,1
4873,733 489 843,4873,1
4874,+48 515 565 797,4874,1
4875,+48 571 957 755,4875,1
4876,575 370 441,4876,1
4877,512 636 195,4877,1
4878,+48 796 632 967,4878,1
4879,+48 504 069 377,4879,1
4880,+48 32 375 06 38,4880,1
4881,792 073 720,4881,1
4882,605 148 609,4882,1
4883,+48 22 827 46 78,4883,1
4884,538 971 713,4884,1
4885,+48 661 691 789,4885,1
4886,+48 538 940 099,4886,1
4887,+48 22 211 88 22,4887,1
4888,695 059 161,4888,1
4889,+48 788 676 757,4889,1
4890,+48 570 119 540,4890,1
4891,+48 22 330 35 09,4891,1
4892,785 110 776,4892,1
4893,780 613 173,4893,1
4894,+48 32 887 92 92,4894,1
4895,500 238 623,4895,1
4896,+48 531 261 521,4896,1
4897,22 616 63 77,4897,1
4898,503 718 041,4898,1
4899,501 716 510,4899,1
4900,+48 605 645 335,4900,1
4901,+48 602 705 961,4901,1
4902,733 210 010,4902,1
4903,+48 790 901 423,4903,1
4904,578 261 893,4904,1
4905,+48 22 986 75 19,4905,1
4906,+48 669 992 465,4906,1
4907,+48 533 662 181,4907,1
4908,32 098 11 68,4908,1
4909,609 748 075,4909,1
4910,791 963 712,4910,1
4911,+48 606 680 510,4911,1
4912,+48 790 187 104,4912,1
4913,+48 780 008 291,4913,1
4914,607 123 608,4914,1
4915,+48 889 919 191,4915,1
4916,726 363 668,4916,1
4917,661 247 174,4917,1
4918,+48 32 200 27 25,4918,1
4919,602 510 834,4919,1
4920,+48 519 489 312,4920,1
4921,539 671 794,4921,1
4922,+48 697 476 925,4922,1
4923,+48 739 959 149,4923,1
4924,+48 530 342 694,4924,1
4925,+48 513 035 020,4925,1
4926,+48 534 819 908,4926,1
4927,669 919 882,4927,1
4928,+48 571 749 967,4928,1
4929,660 368 118,4929,1
4930,+48 660 519 489,4930,1
4931,888 726 844,4931,1
4932,+48 785 429 527,4932,1
4933,539 539 708,4933,1
4934,+48 734 734 067,4934,1
4935,+48 728 612 013,4935,1
4936,+48 725 629 466,4936,1
4937,+48 780 543 697,4937,1
4938,661 497 511,4938,1
4939,+48 784 510 945,4939,1
4940,22 386 68 44,4940,1
4941,+48 605 058 875,4941,1
4942,792 020 351,4942,1
4943,+48 722 781 381,4943,1
4944,+48 784 613 529,4944,1
4945,+48 661 804 220,4945,1
4946,513 412 795,4946,1
4947,+48 22 776 03 54,4947,1
4948,+48 666 967 303,4948,1
4949,736 568 543,4949,1
4950,514 614 468,4950,1
4951,+48 22 273 61 76,4951,1
4952,+48 787 522 532,4952,1
4953,+48 695 966 352,4953,1
4954,539 664 533,4954,1
4955,+48 720 257 922,4955,1
4956,609 107 734,4956,1
4957,+48 731 086 418,4957,1
4958,32 635 79 21,4958,1
4959,+48 32 287 36 67,4959,1
4960,+48 539 269 012,4960,1
4961,+48 781 037 572,4961,1
4962,511 999 614,4962,1
4963,+48 666 414 063,4963,1
4964,22 326 78 67,4964,1
4965,+48 664 746 524,4965,1
4966,605 054 852,4966,1
4967,+48 512 363 989,4967,1
4968,22 196 23 75,4968,1
4969,+48 22 662 56 42,4969,1
4970,+48 535 874 599,4970,1
4971,735 679 251,4971,1
4972,+48 606 175 706,4972,1
4973,504 881 640,4973,1
4974,+48 791 719 121,4974,1
4975,505 537 250,4975,1
4976,796 381 310,4976,1
4977,+48 570 290 941,4977,1
4978,+48 507 515 450,4978,1
4979,+48 503 697 884,4979,1
4980,+48 22 892 76 88,4980,1
4981,510 483 067,4981,1
4982,575 403 117,4982,1
4983,+48 513 428 062,4983,1
4984,725 735 475,4984,1
4985,576 018 829,4985,1
4986,+48 22 950 41 66,4986,1
4987,722 454 013,4987,1
4988,+48 790 845 193,4988,1
4989,22 231 51 38,4989,1
4990,736 269 762,4990,1
4991,723 262 085,4991,1
4992,32 496 54 06,4992,1
4993,606 376 022,4993,1
4994,691 156 002,4994,1
4995,725 769 533,4995,1
4996,+48 503 146 157,4996,1
4997,694 310 543,4997,1
4998,886 138 799,4998,1
4999,604 058 431,4999,1
5000,503 716 164,5000,1
5001,+48 608 761 562,5001,1
5002,510 588 469,5002,1
5003,+48 889 099 530,5003,1
5004,+48 880 304 382,5004,1
5005,506 517 929,5005,1
5006,+48 784 548 842,5006,1
5007,22 669 38 20,5007,1
5008,516 854 354,5008,1
5009,572 517 004,5009,1
5010,699 825 936,5010,1
5011,505 964 512,5011,1
5012,+48 514 196 657,5012,1
5013,+48 791 780 410,5013,1
5014,665 984 544,5014,1
5015,519 547 788,5015,1
5016,+48 780 997 456,5016,1
5017,+48 694 511 874,5017,1
5018,+48 799 748 872,5018,1
5019,+48 661 636 814,5019,1
5020,739 038 520,5020,1
5021,884 835 307,5021,1
5022,532 370 114,5022,1
5023,+48 792 716 504,5023,1
5024,795 854 200,5024,1
5025,600 407 624,5025,1
5026,574 565 710,5026,1
5027,+48 32 231 52 75,5027,1
5028,32 470 22 15,5028,1
5029,32 720 15 20,5029,1
5030,783 931 946,5030,1
5031,+48 784 308 664,5031,1
5032,665 490 870,5032,1
5033,722 744 624,5033,1
5034,+48 500 398 461,5034,1
5035,608 191 367,5035,1
5036,+48 723 100 440,5036,1
5037,+48 663 474 824,5037,1
5038,784 931 315,5038,1
5039,+48 504 263 279,5039,1
5040,+48 22 691 53 22,5040,1
5041,+48 571 795 519,5041,1
5042,+48 607 030 699,5042,1
5043,+48 514 704 736,5043,1
5044,571 427 676,5044,1
5045,571 887 445,5045,1
5046,+48 669 375 015,5046,1
5047,22 549 69 58,5047,1
5048,+48 691 055 843,5048,1
5049,782 758 762,5049,1
5050,785 805 366,5050,1
5051,+48 22 147 62 77,5051,1
5052,+48 724 942 453,5052,1
5053,738 075 242,5053,1
5054,517 503 005,5054,1
5055,+48 574 223 295,5055,1
5056,883 816 489,5056,1
5057,579 930 680,5057,1
5058,+48 884 519 121,5058,1
5059,+48 691 181 931,5059,1
5060,32 968 75 28,5060,1
5061,724 852 056,5061,1
5062,880 660 578,5062,1
5063,739 525 667,5063,1
5064,+48 534 587 884,5064,1
5065,+48 537 047 444,5065,1
5066,500 330 182,5066,1
5067,504 086 242,5067,1
5068,721 627 019,5068,1
5069,+48 722 183 087,5069,1
5070,882 005 606,5070,1
5071,+48 538 008 268,5071,1
5072,791 794 580,5072,1
5073,+48 695 423 210,5073,1
5074,+48 22 302 83 56,5074,1
5075,730 520 006,5075,1
5076,+48 694 166 738,5076,1
5077,889 404 589,5077,1
5078,+48 573 751 246,5078,1
5079,662 990 067,5079,1
5080,538 609 891,5080,1
5081,720 094 021,5081,1
5082,32 588 48 16,5082,1
5083,+48 788 659 171,5083,1
5084,785 272 990,5084,1
5085,+48 32 796 87 62,5085,1
5086,534 577 747,5086,1
5087,+48 698 110 601,5087,1
5088,790 105 879,5088,1
5089,600 899 637,5089,1
5090,+48 517 796 379,5090,1
5091,+48 788 360 767,5091,1
5092,+48 789 596 443,5092,1
5093,+48 574 054 229,5093,1
5094,609 106 064,5094,1
5095,+48 539 465 496,5095,1
5096,+48 536 244 432,5096,1
5097,604 485 768,5097,1
5098,668 083 257,5098,1
5099,+48 735 902 437,5099,1
5100,737 923 644,5100,1
5101,728 337 680,5101,1
5102,+48 609 779 578,5102,1
5103,602 954 960,5103,1
5104,+48 574 892 750,5104,1
5105,535 839 670,5105,1
5106,+48 783 744 787,5106,1
5107,539 516 640,5107,1
5108,532 609 858,5108,1
5109,725 707 201,5109,1
5110,+48 32 806 23 76,5110,1
5111,32 118 58 11,5111,1
5112,+48 697 206 002,5112,1
5113,666 623 004,5113,1
5114,22 860 08 55,5114,1
5115,699 915 568,5115,1
5116,+48 574 209 165,5116,1
5117,796 692 685,5117,1
5118,+48 789 728 542,5118,1
5119,+48 733 832 090,5119,1
5120,+48 721 052 003,5120,1
5121,515 017 443,5121,1
5122,602 458 286,5122,1
5123,+48 696 748 059,5123,1
5124,532 037 820,5124,1
5125,+48 501 126 559,5125,1
5126,+48 22 791 99 88,5126,1
5127,791 270 839,5127,1
5128,537 864 240,5128,1
5129,797 630 193,5129,1
5130,536 808 365,5130,1
5131,+48 727 416 597,5131,1
5132,+48 538 819 621,5132,1
5133,691 692 650,5133,1
5134,734 528 871,5134,1
5135,+48 515 929 856,5135,1
5136,+48 570 042 839,5136,1
5137,601 270 068,5137,1
5138,+48 695 506 165,5138,1
5139,+48 506 764 932,5139,1
5140,+48 783 948 970,5140,1
5141,+48 661 644 700,5141,1
5142,+48 781 139 618,5142,1
5143,+48 729 078 289,5143,1
5144,606 164 588,5144,1
5145,574 111 629,5145,1
5146,+48 730 582 771,5146,1
5147,+48 516 938 725,5147,1
5148,601 218 650,5148,1
5149,+48 722 856 472,5149,1
5150,690 390 866,5150,1
5151,579 207 187,5151,1
5152,+48 22 137 63 25,5152,1
5153,32 572 69 70,5153,1
5154,+48 575 812 356,5154,1
5155,+48 537 553 458,5155,1
5156,+48 791 256 130,5156,1
5157,+48 721 642 977,5157,1
5158,32 070 05 13,5158,1
5159,669 458 021,5159,1
5160,+48 785 259 058,5160,1
5161,882 531 275,5161,1
5162,+48 664 922 214,5162,1
5163,515 059 686,5163,1
5164,602 486 887,5164,1
5165,506 353 741,5165,1
5166,572 520 859,5166,1
5167,500 789 464,5167,1
5168,+48 785 490 203,5168,1
5169,600 061 614,5169,1
5170,697 015 242,5170,1
5171,+48 503 774 007,5171,1
5172,22 152 51 01,5172,1
5173,+48 531 036 831,5173,1
5174,531 191 543,5174,1
5175,32 391 89 14,5175,1
5176,734 998 874,5176,1
5177,32 219 39 75,5177,1
5178,600 644 440,5178,1
5179,661 410 206,5179,1
5180,+48 798 368 222,5180,1
5181,+48 22 324 11 51,5181,1
5182,571 357 527,5182,1
5183,+48 515 675 644,5183,1
5184,511 354 801,5184,1
5185,+48 664 841 074,5185,1
5186,665 550 274,5186,1
5187,+48 799 917 652,5187,1
5188,+48 788 082 004,5188,1
5189,+48 731 023 683,5189,1
5190,+48 575 491 450,5190,1
5191,+48 661 296 120,5191,1
5192,+48 505 460 538,5192,1
5193,538 507 714,5193,1
5194,+48 792 106 506,5194,1
5195,517 298 262,5195,1
5196,+48 734 122 322,5196,1
5197,511 730 025,5197,1
5198,+48 880 224 252,5198,1
5199,789 414 959,5199,1
5200,797 977 693,5200,1
5201,601 723 665,5201,1
5202,+48 32 348 77 89,5202,1
5203,22 692 10 24,5203,1
5204,575 346 171,5204,1
5205,32 313 60 00,5205,1
5206,603 462 811,5206,1
5207,603 810 797,5207,1
5208,+48 723 175 069,5208,1
5209,+48 728 051 389,5209,1
5210,723 792 552,5210,1
5211,530 481 697,5211,1
5212,733 141 858,5212,1
5213,22 852 68 49,5213,1
5214,+48 22 450 98 72,5214,1
5215,+48 662 258 153,5215,1
5216,+48 608 938 725,5216,1
5217,22 885 90 36,5217,1
5218,+48 508 346 000,5218,1
5219,+48 794 264 992,5219,1
5220,+48 532 560 218,5220,1
5221,577 743 711,5221,1
5222,698 045 185,5222,1
5223,665 012 519,5223,1
5224,+48 729 455 640,5224,1
5225,883 682 146,5225,1
5226,+48 32 632 70 06,5226,1
5227,+48 609 163 255,5227,1
5228,+48 519 142 003,5228,1
5229,+48 733 606 750,5229,1
5230,+48 573 841 599,5230,1
5231,+48 699 703 645,5231,1
5232,32 691 08 13,5232,1
5233,723 971 605,5233,1
5234,+48 32 906 47 48,5234,1
5235,+48 577 345 516,5235,1
5236,+48 665 064 612,5236,1
5237,+48 699 030 794,5237,1
5238,+48 792 186 612,5238,1
5239,+48 696 337 666,5239,1
5240,+48 695 793 301,5240,1
5241,793 394 873,5241,1
5242,+48 888 333 338,5242,1
5243,+48 22 206 44 15,5243,1
5244,575 214 773,5244,1
5245,32 741 82 14,5245,1
5246,+48 532 149 511,5246,1
5247,+48 505 005 059,5247,1
5248,+48 22 431 84 35,5248,1
5249,+48 32 485 20 47,5249,1
5250,+48 514 945 707,5250,1
5251,734 185 696,5251,1
5252,+48 698 707 992,5252,1
5253,726 713 895,5253,1
5254,781 985 122,5254,1
5255,660 632 774,5255,1
5256,+48 732 412 273,5256,1
5257,+48 696 796 537,5257,1
5258,+48 22 383 14 20,5258,1
5259,+48 32 073 69 94,5259,1
5260,+48 506 774 538,5260,1
5261,729 803 949,5261,1
5262,+48 571 529 391,5262,1
5263,+48 733 222 915,5263,1
5264,732 416 273,5264,1
5265,880 642 652,5265,1
5266,723 341 904,5266,1
5267,+48 577 999 831,5267,1
5268,514 016 794,5268,1
5269,736 491 718,5269,1
5270,788 999 294,5270,1
5271,+48 575 235 263,5271,1
5272,+48 696 558 171,5272,1
5273,791 576 919,5273,1
5274,32 601 16 94,5274,1
5275,+48 730 280 255,5275,1
5276,+48 698 398 568,5276,1
5277,570 855 742,5277,1
5278,+48 697 885 381,5278,1
5279,+48 576 459 566,5279,1
5280,739 662 746,5280,1
5281,726 984 845,5281,1
5282,+48 791 523 102,5282,1
5283,+48 604 617 095,5283,1
5284,512 153 521,5284,1
5285,668 592 576,5285,1
5286,667 009 235,5286,1
5287,+48 690 840 717,5287,1
5288,+48 886 922 295,5288,1
5289,+48 601 798 577,5289,1
5290,+48 881 448 143,5290,1
5291,721 643 083,5291,1
5292,+48 32 488 48 05,5292,1
5293,796 187 735,5293,1
5294,+48 665 557 348,5294,1
5295,+48 794 842 514,5295,1
5296,735 058 890,5296,1
5297,506 689 693,5297,1
5298,518 589 175,5298,1
5299,+48 32 491 29 98,5299,1
5300,+48 795 154 152,5300,1
5301,738 250 170,5301,1
5302,+48 502 728 148,5302,1
5303,517 476 619,5303,1
5304,796 796 481,5304,1
5305,+48 790 172 453,5305,1
5306,32 403 73 11,5306,1
5307,+48 530 895 861,5307,1
5308,+48 665 481 085,5308,1
5309,504 616 984,5309,1
5310,+48 502 223 688,5310,1
5311,536 017 052,5311,1
5312,+48 882 333 328,5312,1
5313,+48 573 145 711,5313,1
5314,32 204 44 75,5314,1
5315,+48 792 770 002,5315,1
5316,+48 791 243 083,5316,1
5317,+48 22 129 46 18,5317,1
5318,32 282 07 37,5318,1
5319,699 942 732,5319,1
5320,+48 32 153 69 08,5320,1
5321,793 827 339,5321,1
5322,32 993 16 76,5322,1
5323,+48 577 598 527,5323,1
5324,+48 531 752 452,5324,1
5325,+48 512 459 774,5325,1
5326,+48 786 798 151,5326,1
5327,603 860 808,5327,1
5328,573 967 082,5328,1
5329,+48 797 422 130,5329,1
5330,500 783 068,5330,1
5331,+48 693 007 336,5331,1
5332,32 202 20 86,5332,1
5333,730 960 287,5333,1
5334,+48 570 866 599,5334,1
5335,32 286 99 21,5335,1
5336,787 329 913,5336,1
5337,532 953 940,5337,1
5338,+48 574 830 289,5338,1
5339,720 612 363,5339,1
5340,575 721 057,5340,1
5341,883 268 063,5341,1
5342,+48 536 410 775,5342,1
5343,+48 735 965 276,5343,1
5344,696 124 347,5344,1
5345,884 141 124,5345,1
5346,+48 731 375 435,5346,1
5347,512 285 998,5347,1
5348,539 549 379,5348,1
5349,+48 784 652 941,5349,1
5350,+48 579 499 936,5350,1
5351,512 522 780,5351,1
5352,519 779 536,5352,1
5353,+48 607 788 342,5353,1
5354,731 824 209,5354,1
5355,+48 737 089 952,5355,1
5356,662 161 784,5356,1
5357,+48 532 357 519,5357,1
5358,695 212 499,5358,1
5359,+48 665 839 676,5359,1
5360,724 614 147,5360,1
5361,22 919 98 94,5361,1
5362,+48 32 482 35 96,5362,1
5363,573 531 606,5363,1
5364,664 761 604,5364,1
5365,518 118 404,5365,1
5366,+48 579 068 833,5366,1
5367,+48 532 625 156,5367,1
5368,732 523 534,5368,1
5369,782 677 459,5369,1
5370,+48 795 492 275,5370,1
5371,+48 22 432 55 20,5371,1
5372,535 559 447,5372,1
5373,509 555 886,5373,1
5374,+48 730 863 601,5374,1
5375,536 828 615,5375,1
5376,692 297 253,5376,1
5377,+48 724 441 349,5377,1
5378,662 174 025,5378,1
5379,+48 788 526 654,5379,1
5380,506 567 713,5380,1
5381,579 880 176,5381,1
5382,+48 22 355 49 03,5382,1
5383,+48 737 904 685,5383,1
5384,+48 578 119 398,5384,1
5385,+48 723 377 665,5385,1
5386,+48 663 317 252,5386,1
5387,+48 570 953 076,5387,1
5388,797 094 707,5388,1
5389,798 477 949,5389,1
5390,+48 515 078 189,5390,1
5391,780 957 095,5391,1
5392,+48 503 390 234,5392,1
5393,+48 22 960 43 09,5393,1
5394,+48 666 742 992,5394,1
5395,609 453 446,5395,1
5396,+48 784 945 676,5396,1
5397,+48 577 227 503,5397,1
5398,577 435 985,5398,1
5399,513 301 660,5399,1
5400,798 876 787,5400,1
5401,501 474 358,5401,1
5402,514 803 672,5402,1
5403,+48 539 631 473,5403,1
5404,+48 607 258 049,5404,1
5405,22 071 56 52,5405,1
5406,+48 537 811 771,5406,1
5407,+48 515 997 291,5407,1
5408,+48 574 622 474,5408,1
5409,22 805 06 40,5409,1
5410,+48 663 471 758,5410,1
5411,780 457 161,5411,1
5412,+48 660 966 038,5412,1
5413,32 188 89 28,5413,1
5414,733 712 671,5414,1
5415,883 604 319,5415,1
5416,+48 889 041 915,5416,1
5417,665 135 191,5417,1
5418,+48 691 534 888,5418,1
5419,+48 734 627 447,5419,1
5420,+48 736 402 934,5420,1
5421,+48 736 182 587,5421,1
5422,889 545 216,5422,1
5423,600 049 005,5423,1
5424,795 527 414,5424,1
5425,+48 782 454 350,5425,1
5426,502 904 217,5426,1
5427,+48 530 615 256,5427,1
5428,796 523 729,5428,1
5429,794 158 001,5429,1
5430,32 210 56 72,5430,1
5431,+48 738 094 117,5431,1
5432,+48 574 654 582,5432,1
5433,571 669 842,5433,1
5434,+48 608 970 148,5434,1
5435,506 497 365,5435,1
5436,+48 32 659 59 17,5436,1
5437,603 001 667,5437,1
5438,692 261 307,5438,1
5439,534 374 861,5439,1
5440,+48 663 108 874,5440,1
5441,32 914 66 18,5441,1
5442,+48 799 941 303,5442,1
5443,+48 32 285 14 33,5443,1
5444,693 722 049,5444,1
5445,+48 721 454 474,5445,1
5446,884 352 518,5446,1
5447,+48 667 797 296,5447,1
5448,32 152 36 82,5448,1
5449,607 720 953,5449,1
5450,+48 22 793 41 14,5450,1
5451,+48 572 233 328,5451,1
5452,+48 723 752 968,5452,1
5453,667 835 833,5453,1
5454,22 517 01 50,5454,1
5455,+48 734 892 165,5455,1
5456,738 997 605,5456,1
5457,32 352 59 21,5457,1
5458,503 247 191,5458,1
5459,570 840 170,5459,1
5460,661 750 076,5460,1
5461,732 225 091,5461,1
5462,786 639 853,5462,1
5463,+48 506 627 751,5463,1
5464,885 763 558,5464,1
5465,+48 577 405 781,5465,1
5466,32 698 47 86,5466,1
5467,+48 514 826 400,5467,1
5468,+48 571 098 231,5468,1
5469,721 857 219,5469,1
5470,+48 691 444 731,5470,1
5471,22 953 58 33,5471,1
5472,+48 884 002 975,5472,1
5473,+48 782 739 069,5473,1
5474,880 356 769,5474,1
5475,+48 22 509 36 06,5475,1
5476,784 878 057,5476,1
5477,603 970 300,5477,1
5478,+48 530 194 606,5478,1
5479,+48 577 110 362,5479,1
5480,577 419 315,5480,1
5481,22 675 46 01,5481,1
5482,+48 32 259 09 94,5482,1
5483,32 211 66 73,5483,1
5484,512 789 183,5484,1
5485,784 263 464,5485,1
5486,+48 509 182 508,5486,1
5487,886 565 299,5487,1
5488,+48 787 928 162,5488,1
5489,32 703 38 27,5489,1
5490,+48 503 015 000,5490,1
5491,538 973 415,5491,1
5492,787 710 862,5492,1
5493,+48 532 559 955,5493,1
5494,663 954 367,5494,1
5495,+48 22 850 37 89,5495,1
5496,+48 883 214 165,5496,1
5497,515 600 718,5497,1
5498,+48 720 330 912,5498,1
5499,+48 601 021 062,5499,1
5500,729 079 477,5500,1
5501,691 617 815,5501,1
5502,+48 784 912 245,5502,1
5503,+48 507 309 938,5503,1
5504,+48 32 886 59 22,5504,1
5505,513 279 284,5505,1
5506,+48 794 360 305,5506,1
5507,22 459 92 79,5507,1
5508,+48 733 324 104,5508,1
5509,516 485 335,5509,1
5510,661 025 941,5510,1
5511,+48 664 831 162,5511,1
5512,+48 693 167 514,5512,1
5513,+48 609 405 577,5513,1
5514,574 321 515,5514,1
5515,+48 696 116 510,5515,1
5516,+48 600 152 923,5516,1
5517,+48 507 116 416,5517,1
5518,512 625 661,5518,1
5519,22 987 39 84,5519,1
5520,+48 782 470 376,5520,1
5521,506 617 853,5521,1
5522,+48 32 744 19 89,5522,1
5523,+48 32 865 36 28,5523,1
5524,696 081 963,5524,1
5525,+48 698 269 917,5525,1
5526,+48 739 139 981,5526,1
5527,668 551 582,5527,1
5528,+48 664 795 578,5528,1
5529,+48 782 943 711,5529,1
5530,698 436 662,5530,1
5531,+48 22 268 26 79,5531,1
5532,+48 663 025 355,5532,1
5533,+48 573 395 349,5533,1
5534,+48 576 423 435,5534,1
5535,604 519 153,5535,1
5536,22 721 02 93,5536,1
5537,+48 602 973 762,5537,1
5538,788 583 063,5538,1
5539,+48 604 136 138,5539,1
5540,+48 884 912 910,5540,1
5541,784 416 552,5541,1
5542,+48 722 780 615,5542,1
5543,+48 883 465 391,5543,1
5544,+48 697 298 904,5544,1
5545,781 873 979,5545,1
5546,+48 514 179 452,5546,1
5547,518 514 439,5547,1
5548,+48 22 217 71 84,5548,1
5549,+48 515 291 067,5549,1
5550,+48 691 284 306,5550,1
5551,884 061 573,5551,1
5552,534 277 242,5552,1
5553,+48 698 482 686,5553,1
5554,572 326 883,5554,1
5555,+48 696 441 686,5555,1
5556,+48 668 094 796,5556,1
5557,32 943 62 98,5557,1
5558,+48 696 811 273,5558,1
5559,788 339 516,5559,1
5560,787 019 111,5560,1
5561,606 232 037,5561,1
5562,22 969 36 19,5562,1
5563,+48 504 083 069,5563,1
5564,725 584 602,5564,1
5565,506 534 650,5565,1
5566,603 064 387,5566,1
5567,+48 690 720 481,5567,1
5568,601 559 028,5568,1
5569,881 250 638,5569,1
5570,+48 663 318 481,5570,1
5571,+48 663 630 966,5571,1
5572,+48 32 663 67 23,5572,1
5573,+48 668 903 177,5573,1
5574,+48 780 072 302,5574,1
5575,883 332 211,5575,1
5576,+48 575 108 203,5576,1
5577,+48 602 649 023,5577,1
5578,+48 693 400 895,5578,1
5579,+48 695 048 267,5579,1
5580,+48 738 969 420,5580,1
5581,32 493 04 90,5581,1
5582,535 295 908,5582,1
5583,888 660 616,5583,1
5584,722 687 174,5584,1
5585,32 644 92 12,5585,1
5586,781 038 102,5586,1
5587,532 059 960,5587,1
5588,+48 32 603 42 41,5588,1
5589,+48 514 215 160,5589,1
5590,696 638 749,5590,1
5591,+48 783 232 660,5591,1
5592,781 111 723,5592,1
5593,695 322 352,5593,1
5594,+48 32 168 01 15,5594,1
5595,782 925 858,5595,1
5596,+48 787 931 683,5596,1
5597,+48 570 158 675,5597,1
5598,512 298 816,5598,1
5599,570 723 551,5599,1
5600,724 604 358,5600,1
5601,+48 796 217 738,5601,1
5602,507 521 758,5602,1
5603,609 896 302,5603,1
5604,+48 533 322 626,5604,1
5605,+48 602 247 637,5605,1
5606,735 673 536,5606,1
5607,888 785 415,5607,1
5608,32 760 80 47,5608,1
5609,+48 518 771 831,5609,1
5610,+48 573 583 386,5610,1
5611,+48 32 504 10 89,5611,1
5612,663 982 454,5612,1
5613,661 965 039,5613,1
5614,+48 720 051 703,5614,1
5615,+48 22 631 95 55,5615,1
5616,698 489 418,5616,1
5617,785 442 792,5617,1
5618,721 449 903,5618,1
5619,577 501 541,5619,1
5620,572 399 526,5620,1
5621,601 727 652,5621,1
5622,786 057 408,5622,1
5623,+48 22 082 23 58,5623,1
5624,885 760 268,5624,1
5625,793 368 431,5625,1
5626,697 879 540,5626,1
5627,22 039 57 17,5627,1
5628,530 682 702,5628,1
5629,+48 737 652 612,5629,1
5630,+48 695 720 393,5630,1
5631,604 689 503,5631,1
5632,781 300 142,5632,1
5633,797 913 330,5633,1
5634,+48 503 649 701,5634,1
5635,+48 795 619 437,5635,1
5636,723 128 717,5636,1
5637,+48 579 477 467,5637,1
5638,+48 531 240 617,5638,1
5639,514 319 021,5639,1
5640,22 548 73 13,5640,1
5641,739 968 163,5641,1
5642,+48 694 914 824,5642,1
5643,505 312 952,5643,1
5644,+48 692 624 249,5644,1
5645,+48 886 585 310,5645,1
5646,507 785 583,5646,1
5647,+48 22 429 89 84,5647,1
5648,+48 602 201 322,5648,1
5649,511 702 030,5649,1
5650,+48 506 858 344,5650,1
5651,698 221 622,5651,1
5652,+48 515 973 264,5652,1
5653,+48 604 202 337,5653,1
5654,+48 664 771 945,5654,1
5655,725 662 982,5655,1
5656,+48 780 182 760,5656,1
5657,785 906 360,5657,1
5658,699 511 350,5658,1
5659,668 475 980,5659,1
5660,+48 32 061 29 18,5660,1
5661,+48 885 358 692,5661,1
5662,511 877 807,5662,1
5663,+48 785 995 510,5663,1
5664,608 350 152,5664,1
5665,579 768 818,5665,1
5666,886 749 858,5666,1
5667,730 274 204,5667,1
5668,+48 32 446 65 37,5668,1
5669,+48 535 899 902,5669,1
5670,22 286 77 12,5670,1
5671,579 285 112,5671,1
5672,790 143 879,5672,1
5673,+48 886 191 585,5673,1
5674,+48 724 284 527,5674,1
5675,883 619 119,5675,1
5676,+48 510 762 307,5676,1
5677,694 879 790,5677,1
5678,+48 514 290 274,5678,1
5679,+48 665 591 323,5679,1
5680,+48 783 497 990,5680,1
5681,608 347 031,5681,1
5682,+48 518 688 925,5682,1
5683,+48 781 217 708,5683,1
5684,+48 886 919 822,5684,1
5685,662 893 219,5685,1
5686,663 187 284,5686,1
5687,32 370 95 11,5687,1
5688,789 442 971,5688,1
5689,+48 781 222 470,5689,1
5690,783 885 263,5690,1
5691,+48 730 650 842,5691,1
5692,603 657 877,5692,1
5693,+48 785 934 967,5693,1
5694,667 693 752,5694,1
5695,+48 792 059 951,5695,1
5696,660 054 868,5696,1
5697,32 292 99 35,5697,1
5698,+48 660 371 768,5698,1
5699,22 831 60 26,5699,1
5700,+48 22 346 02 28,5700,1
5701,+48 32 096 55 97,5701,1
5702,32 026 03 90,5702,1
5703,+48 782 945 027,5703,1
5704,609 292 554,5704,1
5705,577 544 507,5705,1
5706,+48 604 021 148,5706,1
5707,+48 32 878 60 90,5707,1
5708,735 392 770,5708,1
5709,512 794 143,5709,1
5710,+48 32 620 72 29,5710,1
5711,538 735 850,5711,1
5712,+48 735 221 069,5712,1
5713,786 004 890,5713,1
5714,+48 796 988 092,5714,1
5715,+48 692 558 790,5715,1
5716,+48 884 194 602,5716,1
5717,+48 723 500 812,5717,1
5718,+48 531 918 521,5718,1
5719,720 511 079,5719,1
5720,+48 666 886 198,5720,1
5721,+48 32 462 34 19,5721,1
5722,+48 22 869 73 46,5722,1
5723,+48 32 417 49 08,5723,1
5724,+48 22 529 17 62,5724,1
5725,501 058 202,5725,1
5726,572 895 786,5726,1
5727,579 362 735,5727,1
5728,604 219 353,5728,1
5729,+48 798 291 699,5729,1
5730,504 003 680,5730,1
5731,+48 515 906 709,5731,1
5732,22 192 82 90,5732,1
5733,513 679 567,5733,1
5734,786 048 774,5734,1
5735,+48 605 962 473,5735,1
5736,+48 789 258 315,5736,1
5737,32 428 66 94,5737,1
5738,884 995 964,5738,1
5739,32 027 79 97,5739,1
5740,+48 880 075 806,5740,1
5741,792 263 156,5741,1
5742,785 036 806,5742,1
5743,693 189 153,5743,1
5744,22 635 61 00,5744,1
5745,32 611 83 93,5745,1
5746,+48 22 955 32 29,5746,1
5747,795 988 796,5747,1
5748,695 454 079,5748,1
